tempo,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,spectral_flatness,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,filename
143.5546875,0.3465219,0.20412949,2130.125278266601,2357.9727128907007,0.01634142,-63.661064,94.21708,-3.6271286,31.351826,13.035671,6.067958,-3.3260045,3.9170523,-2.411301,4.934935,-6.326579,0.6792177,-4.5390973,temp.wav
