,playlist_name,youtube_playlist_link,song_name,song_link
137,Melancholic But Beautiful Songs - Dream Pop,https://www.youtube.com/watch?v=vjncyiuwwXQ&list=PLuOrYafYkzMGxU0k7mQZHh9eIc4JRJaVc,"Sufjan Stevens, ""Should Have Known Better"" (Official Audio)",https://www.youtube.com/watch?v=lJJT00wqlOo
138,Melancholic But Beautiful Songs - Dream Pop,https://www.youtube.com/watch?v=vjncyiuwwXQ&list=PLuOrYafYkzMGxU0k7mQZHh9eIc4JRJaVc,Elliott Smith - Angeles,https://www.youtube.com/watch?v=FMSU4QDbdew
139,Melancholic But Beautiful Songs - Dream Pop,https://www.youtube.com/watch?v=vjncyiuwwXQ&list=PLuOrYafYkzMGxU0k7mQZHh9eIc4JRJaVc,Mazzy Star - California,https://www.youtube.com/watch?v=GuccUMcsLdQ
140,Melancholic But Beautiful Songs - Dream Pop,https://www.youtube.com/watch?v=vjncyiuwwXQ&list=PLuOrYafYkzMGxU0k7mQZHh9eIc4JRJaVc,Zero7 - Passing By,https://www.youtube.com/watch?v=hFeiKq9OvRA
141,Melancholic But Beautiful Songs - Dream Pop,https://www.youtube.com/watch?v=vjncyiuwwXQ&list=PLuOrYafYkzMGxU0k7mQZHh9eIc4JRJaVc,Glass Animals - Hazey (Official Video),https://www.youtube.com/watch?v=nOHEuhJf7nA
142,Melancholic But Beautiful Songs - Dream Pop,https://www.youtube.com/watch?v=vjncyiuwwXQ&list=PLuOrYafYkzMGxU0k7mQZHh9eIc4JRJaVc,alt-J - Hunger Of The Pine (Official Video),https://www.youtube.com/watch?v=dCCXq9QB-dQ
143,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🙁 Melancholic Cinematic (Royalty Free Music) - ""A KIND OF HOPE"" by Scott Buckley 🇸🇪 🇦🇺",https://www.youtube.com/watch?v=AcOcYUuxL2A
144,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🐻 Nostalgic Music [Copyright Free Music] - ""Brahe"" by Punch Deck 🌎",https://www.youtube.com/watch?v=azNw-vQhAXQ
145,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,'Miss Emeli' by General Vibe 🇳🇿 | Sad Indie Music (No Copyright) 😔,https://www.youtube.com/watch?v=nbNeMkE7ks8
146,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,'Childhood' by Scott Buckley 🇦🇺 | Nostalgic Piano Music (No Copyright) 🐤,https://www.youtube.com/watch?v=cmXrHQENZ6A
147,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,'The Age Of Wood' by Savfk 🇮🇹 | Cello Music (No Copyright) 🎻,https://www.youtube.com/watch?v=Q6CRmIXcrxw
148,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,[Non Copyrighted Music] Scott Buckley - Growing Up [Piano],https://www.youtube.com/watch?v=kQSoW1VnkH4
149,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,'Filaments' by @ScottBuckley  🇦🇺 | Sad Ambiental Music (No Copyright) 😔,https://www.youtube.com/watch?v=taAxpw03dgM
150,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,[Non Copyrighted Music] Josh Lippi & The Overtimers - St. Francis [Sad],https://www.youtube.com/watch?v=pLEZgGeTnY8
151,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"😙 Copyright Free Love Music - ""Let You Go"" by KENER 🇵🇪",https://www.youtube.com/watch?v=Y7T-Pn1kOc8
152,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🐒 Copyright Free R&B Music - ""Go"" by Tomh 🇫🇷",https://www.youtube.com/watch?v=lzk-aeqmscI
153,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🌺 Copyright Free Romantic Background Music - ""Lullaby"" by Purrple Cat 🇺🇸",https://www.youtube.com/watch?v=powKEGuPvjc
154,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🌻 Future Bass (No Copyright) - ""Love You Like Before"" by North Wind & Kanchan Thanvi",https://www.youtube.com/watch?v=GqUWZOic2GM
155,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"😓 Sad Piano Ambient Music (Copyright Free) - ""Undertow"" by @ScottBuckley  🇦🇺",https://www.youtube.com/watch?v=3TKghKSDnEM
156,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"💃🏻 Romantic Instrumental Music (Royalty Free) - ""Love Waltz"" by Nikos Spiliotis 🇬🇷",https://www.youtube.com/watch?v=ZRgDMewQk-c
157,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🏛️ Free Classical Music (For Videos) - ""A Better Future"" by Miguel Johnson 🇺🇸",https://www.youtube.com/watch?v=TjX34wmhFC4
158,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"😞 Emotional Ambient Cinematic Music (For Videos) - ""Last Promise"" by Nettson 🇫🇷",https://www.youtube.com/watch?v=oje0cvWpP2I
159,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🤧 Emotional Lofi Instrumental (Music For Videos) - ""Miss You"" by Middle Child 🇺🇸",https://www.youtube.com/watch?v=eJ-LvX9HLrU
160,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🌼 Ambient Chillstep & Lofi (Music For Videos) - ""Leaving"" by AERØHEAD 🇺🇸",https://www.youtube.com/watch?v=cTMOQiY0axo
161,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"😶 Emotional Calm Piano (Music For Videos) - ""Illusions"" by Keys Of Moon 🇺🇸",https://www.youtube.com/watch?v=vRs53qA_B7w
162,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🐼 Oriental Instrumental (Music For Videos) - ""Remember"" by Tomh 🇫🇷",https://www.youtube.com/watch?v=sIFpk95xLk4
163,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🤧 Emotional & Inspiring Piano (Music For Videos) - ""Warm Memories"" by Keys Of Moon 🇺🇸",https://www.youtube.com/watch?v=zpZB6kMKxeE
164,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"😴 Sleeping & Ambient (Music For Videos) - ""Jul"" by Scott Buckley 🇦🇺",https://www.youtube.com/watch?v=pHJfHK4jb6E
165,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🦩 Nostalgic Chillstep (Music For Videos) - ""Lights Of Elysium"" by AERØHEAD 🇺🇸",https://www.youtube.com/watch?v=fCrI_MXz7gk
166,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"💌 Royalty Free Romantic Piano Music - ""Blooming Melody"" by Keys Of Moon 🇺🇸 🇷🇺",https://www.youtube.com/watch?v=3S8CXHs2yyo
167,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🌼 Royalty Free Nostalgic Orchestral Music (For Videos) - ""To See The Past"" by Hayden Folker 🇺🇸",https://www.youtube.com/watch?v=x66xYJn5Oco
168,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🎭 Royalty Free Drama Suspense Music (For Videos) - ""Sanctuary"" by @ScottBuckley 🇦🇺 🇸🇪",https://www.youtube.com/watch?v=g_Chrd10ntA
169,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"☹️ Sad Piano (Royalty Free Music) - ""Stillstand"" by @Myuu 🇺🇸",https://www.youtube.com/watch?v=qg9xayHvhcE
170,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"Sad Soundtrack (Royalty Free Music) - ""WHAT HAPPENS WHEN WE DIE"" by @SavfkMusic 🇮🇹 🇬🇧",https://www.youtube.com/watch?v=f3tvj_Wil6w
171,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🎹 Piano & Christmas (Royalty Free Music) - ""MIDVINTER"" by @ScottBuckley 🇦🇺 🇸🇪",https://www.youtube.com/watch?v=39qqMEisqxU
172,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"👂 Easy listening & Chill (Royalty Free Music) - ""COZY PLACE"" by @KeysofMoonMusic 🇺🇸 🇷🇺",https://www.youtube.com/watch?v=SO-ibuo_TAI
173,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🦩 Lofi & Nostalgic (Royalty Free Music) - ""THOSE DAYS WHEN WE WERE HAPPY"" by Babasmas 🐢",https://www.youtube.com/watch?v=eCNxWugIsRk
174,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"😔 Sad Guitar (Royalty Free Music) - ""ONLY MEMORIES REMAIN"" by Hayden folker 🇺🇸",https://www.youtube.com/watch?v=eT8iXqaqox0
175,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🎹 Piano & Soft (Royalty Free Music) - ""GENTLE AND SOFT"" by Alex Productions 🇮🇹",https://www.youtube.com/watch?v=7V8MQ20cc0s
176,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🌹 Ambient & Chill (Royalty Free Music) - ""FLOWER"" by Onycs 🇫🇷",https://www.youtube.com/watch?v=X_M-xy9mk2M
177,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🦌 Soundtrack & Cinematic (Royalty Free Music) - ""LAST AND FIRST LIGHT"" by Scott Buckley",https://www.youtube.com/watch?v=IxCj8GNqcrI
178,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🍂 Autumn (Royalty Free Music) - ""ETHEREAL GUITARS"" by Alexander Nakarada 🇳🇴",https://www.youtube.com/watch?v=QELj_-22ihQ
179,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"💗 Sentimental & Piano (Royalty Free Music) - ""YULETIDE"" by The Piano Says 🇨🇦",https://www.youtube.com/watch?v=6gA7DDIL7WU
180,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"☁️Instrumental & Trap (Royalty Free Music) - ""FAREWELL"" by Nomyn 🇫🇷",https://www.youtube.com/watch?v=AjWKe-9KkUo
181,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"🌑 Dark Ambient (Royalty Free Music) - ""THE LONG DARK"" by Scott Buckley 🇦🇺",https://www.youtube.com/watch?v=zwyCdIF9flw
182,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"👨🏻‍🚀 Discovery & Downtempo (Royalty Free Music) - ""VOYAGER"" by Onycs 🇫🇷",https://www.youtube.com/watch?v=Y1kyIpgqWlE
183,🙁 Melancholic Music (Royalty Free),https://www.youtube.com/watch?v=AcOcYUuxL2A&list=PLfP6i5T0-DkIfO6yjk6ZCdkPuG_jsAI5y,"☁️ Classical & Contemplative (Royalty Free Music) - ""PHASE SHIFT"" by Scott Buckley 🇦🇺",https://www.youtube.com/watch?v=hbkeq71v5PA
